start_sleep,end_sleep,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
2022-06-09 00:37:00+02:00,2022-06-09 06:17:30+02:00,341,34.43,151.87,145.67,0.4,0.48
2022-06-10 01:53:30+02:00,2022-06-10 06:24:30+02:00,270,33.81,-23.74,56.29,0.34,0.54
2022-06-11 00:24:30+02:00,2022-06-11 07:44:00+02:00,439,33.86,0.0,306.19,0.3,0.69
2022-06-12 01:22:00+02:00,2022-06-12 08:14:00+02:00,412,33.88,5.25,166.91,0.27,0.67
2022-06-13 01:09:30+02:00,2022-06-13 06:20:00+02:00,310,34.23,107.14,120.54,0.27,0.66
2022-06-14 00:13:30+02:00,2022-06-14 06:27:30+02:00,373,34.25,116.73,115.95,0.27,0.63
2022-06-15 00:13:00+02:00,2022-06-15 06:23:30+02:00,371,34.29,114.18,83.41,0.27,0.6
2022-06-16 01:46:30+02:00,2022-06-16 06:19:00+02:00,272,34.71,164.36,148.58,0.33,0.6
2022-06-16 23:26:30+02:00,2022-06-17 06:19:00+02:00,412,34.02,0.0,137.1,0.31,0.6
2022-06-17 23:10:00+02:00,2022-06-18 07:35:00+02:00,505,33.72,-144.1,246.68,0.32,0.63
2022-06-19 04:00:30+02:00,2022-06-19 08:39:00+02:00,278,34.16,38.97,129.25,0.31,0.63
2022-06-20 02:01:30+02:00,2022-06-20 06:54:30+02:00,287,34.39,87.8,117.22,0.31,0.63
