start_sleep,end_sleep,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
2022-05-23 01:47:00+02:00,2022-05-23 06:14:30+02:00,268,35.16,313.7,527.17,1.0,0.77
2022-05-24 03:09:30+02:00,2022-05-24 06:39:30+02:00,210,32.53,-220.8,614.13,1.14,1.53
2022-05-25 00:55:00+02:00,2022-05-25 07:28:30+02:00,394,34.37,150.17,502.03,1.03,1.34
2022-05-26 01:02:30+02:00,2022-05-26 06:23:30+02:00,321,32.38,-385.15,625.79,1.1,1.37
2022-05-26 23:56:30+02:00,2022-05-27 06:36:30+02:00,400,33.66,0.0,627.68,1.0,1.35
2022-05-29 04:48:30+02:00,2022-05-29 11:30:00+02:00,401,34.39,226.19,470.31,0.97,1.3
2022-05-29 23:27:00+02:00,2022-05-30 06:30:30+02:00,424,34.02,10.74,1214.02,0.91,1.38
2022-05-31 01:04:00+02:00,2022-05-31 06:42:00+02:00,338,34.05,15.7,157.85,0.86,1.31
2022-05-31 23:10:30+02:00,2022-06-01 08:08:30+02:00,538,34.32,161.73,756.26,0.84,1.29
2022-05-31 23:10:30+02:00,2022-06-01 08:08:30+02:00,538,34.32,161.73,756.26,0.84,1.29
