start_sleep,end_sleep,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
2022-05-19 23:46:00+02:00,2022-05-20 05:56:30+02:00,361,33.94,0.0,206.03,0.11,0.76
2022-05-20 23:18:00+02:00,2022-05-21 09:34:30+02:00,605,33.76,-92.09,295.56,0.14,0.71
2022-05-22 23:37:00+02:00,2022-05-23 05:50:30+02:00,374,34.62,256.31,449.49,0.34,0.83
2022-05-24 00:03:00+02:00,2022-05-24 05:37:30+02:00,329,33.05,-284.92,362.35,0.51,0.88
2022-05-24 22:40:00+02:00,2022-05-25 05:34:30+02:00,415,33.97,14.24,194.99,0.47,0.85
2022-05-25 23:14:30+02:00,2022-05-26 06:14:30+02:00,420,32.94,-407.51,1009.27,0.55,0.98
2022-05-26 23:45:00+02:00,2022-05-27 05:37:30+02:00,353,33.02,-306.5,591.79,0.58,1.0
2022-05-27 23:23:00+02:00,2022-05-28 10:30:30+02:00,659,33.45,-245.16,403.4,0.55,0.95
2022-05-29 00:27:00+02:00,2022-05-29 09:45:30+02:00,559,33.96,42.03,399.02,0.53,0.95
2022-05-30 02:35:00+02:00,2022-05-30 09:03:30+02:00,389,33.37,-175.71,263.76,0.51,0.93
2022-05-30 22:39:30+02:00,2022-05-31 05:57:30+02:00,438,32.89,-380.69,761.1,0.54,0.95
2022-06-01 00:30:00+02:00,2022-06-01 05:21:00+02:00,291,33.57,-27.37,762.75,0.52,1.0
2022-06-01 00:30:00+02:00,2022-06-01 05:21:00+02:00,291,33.57,-27.37,762.75,0.52,1.0
