timestamp,activity_name,average_heart_rate,duration,active_duration,calories,steps,sedentary_minutes,_lightly_active_minutes,fairly_active_minutes,very_active_minutes,out_of_range_minutes,out_of_range_minimum_heart_rate,out_of_range_maximum_heart_rate,out_of_range_calories,fat_burn_minutes,fat_burn_minimum_heart_rate,fat_burn_maximum_heart_rate,fat_burn_calories,cardio_minutes,cardio_minimum_heart_rate,cardio_maximum_heart_rate,cardio_calories,peak_minutes,peak_minimum_heart_rate,peak_maximum_heart_rate,peak_calories
2022-05-20 17:23:24+02:00,Walk,91,72.53,72.53,532,6477,0,16,12,44,72,30,104,531.83,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-22 16:49:45+02:00,Walk,83,47.78,47.78,289,3893,4,9,18,16,47,30,104,289.36,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-22 21:10:01+02:00,Walk,80,43.58,43.58,231,2843,7,22,9,5,43,30,104,231.35,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-23 17:39:07+02:00,Walk,94,34.13,34.13,233,3017,2,3,8,21,34,30,103,233.5,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-24 08:58:18+02:00,Walk,106,18.77,18.77,167,1937,0,0,2,17,7,30,103,64.36,11,103,128,102.63,0,0,0,0,0,0,0,0
2022-05-26 16:55:03+02:00,Walk,91,44.37,44.37,329,4221,1,1,14,28,44,30,103,328.84,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-27 17:58:05+02:00,Walk,90,49.48,49.48,365,4975,0,2,4,43,49,30,103,364.6,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-29 14:40:33+02:00,Walk,96,60.58,60.58,433,5536,0,4,20,36,52,30,104,362.33,8,104,128,70.34,0,0,0,0,0,0,0,0
2022-05-30 17:54:06+02:00,Walk,89,29.87,29.87,228,3083,0,1,2,26,29,30,104,227.52,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-31 12:48:27+02:00,Walk,94,34.13,34.13,238,2793,3,4,4,23,25,30,103,165.91,9,103,128,72.49,0,0,0,0,0,0,0,0
2022-06-01 09:48:13+02:00,Walk,91,20.48,20.48,140,1705,1,4,2,13,20,30,103,140.08,0,0,0,0,0,0,0,0,0,0,0,0
