timestamp,activity_name,average_heart_rate,duration,active_duration,calories,steps,sedentary_minutes,_lightly_active_minutes,fairly_active_minutes,very_active_minutes,out_of_range_minutes,out_of_range_minimum_heart_rate,out_of_range_maximum_heart_rate,out_of_range_calories,fat_burn_minutes,fat_burn_minimum_heart_rate,fat_burn_maximum_heart_rate,fat_burn_calories,cardio_minutes,cardio_minimum_heart_rate,cardio_maximum_heart_rate,cardio_calories,peak_minutes,peak_minimum_heart_rate,peak_maximum_heart_rate,peak_calories
2022-05-18 17:07:12+02:00,Walk,121,31.57,31.57,293,3226,0,0,0,31,2,30,117,15.55,24,117,137,219.98,5,137,162,57.42,0,0,0,0
2022-05-18 21:07:49+02:00,Walk,112,15.37,15.37,108,1433,0,0,5,10,11,30,117,85.17,4,117,137,23.21,0,0,0,0,0,0,0,0
2022-05-19 09:53:20+02:00,Walk,101,47.8,47.8,328,4503,0,10,9,29,47,30,113,327.52,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-19 12:09:52+02:00,Walk,95,54.62,54.62,338,4310,3,12,12,27,54,30,113,337.81,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-19 14:05:55+02:00,Walk,97,19.63,19.63,120,1564,2,6,4,7,19,30,113,119.5,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-20 17:52:15+02:00,Swim,NA,20.2,20.17,33,NA,18,2,0,0,0,0,0,0,2,NA,NA,NA,0,0,0,0,0,0,0,0
2022-05-21 11:09:44+02:00,Walk,96,19.18,19.18,102,1071,4,8,1,6,19,30,113,97.49,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-21 12:16:46+02:00,Walk,93,40.7,29.23,163,1822,5,16,4,4,40,30,113,202.28,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-21 14:42:21+02:00,Walk,93,63.57,63.55,265,2669,28,20,3,12,63,30,113,267.59,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-21 15:42:23+02:00,Walk,100,19.63,19.63,139,1912,1,0,7,11,19,30,113,139.48,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-24 21:00:47+02:00,Walk,99,67.48,67.48,455,5846,0,7,22,38,66,30,111,450.13,1,111,133,5.26,0,0,0,0,0,0,0,0
2022-05-25 10:16:10+02:00,Walk,96,24.75,24.75,154,2078,1,3,8,12,24,30,113,153.95,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-25 11:40:39+02:00,Walk,95,19.62,19.62,146,1753,0,3,4,13,19,30,113,145.94,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-25 13:52:09+02:00,Walk,99,31.65,31.65,204,2464,3,9,3,16,28,30,113,183.14,3,113,134,21.29,0,0,0,0,0,0,0,0
2022-05-25 15:15:00+02:00,Walk,99,17.07,17.07,104,1075,0,7,7,3,17,30,113,104.19,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-25 16:02:48+02:00,Walk,98,64.02,64.02,379,4232,4,28,18,14,62,30,113,364.84,2,113,134,14.12,0,0,0,0,0,0,0,0
2022-05-26 17:57:44+02:00,Walk,94,17.07,17.07,96,1398,0,8,7,2,17,30,112,96.41,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-28 04:15:16+02:00,Workout,117,22.27,22.27,155,951,0,4,6,12,8,30,112,43.3,14,112,134,111.84,0,0,0,0,0,0,0,0
2022-05-28 11:25:34+02:00,Walk,99,15.35,15.35,101,1421,0,3,3,9,15,30,112,101.44,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-29 09:57:16+02:00,Walk,92,20.48,20.48,100,1023,1,19,0,0,20,30,112,100.36,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-30 19:16:51+02:00,Walk,96,47.85,47.85,308,3878,3,12,9,23,47,30,110,307.9,0,0,0,0,0,0,0,0,0,0,0,0
