timestamp,activity_name,average_heart_rate,duration,active_duration,calories,steps,sedentary_minutes,_lightly_active_minutes,fairly_active_minutes,very_active_minutes,out_of_range_minutes,out_of_range_minimum_heart_rate,out_of_range_maximum_heart_rate,out_of_range_calories,fat_burn_minutes,fat_burn_minimum_heart_rate,fat_burn_maximum_heart_rate,fat_burn_calories,cardio_minutes,cardio_minimum_heart_rate,cardio_maximum_heart_rate,cardio_calories,peak_minutes,peak_minimum_heart_rate,peak_maximum_heart_rate,peak_calories
2022-05-20 23:47:21+02:00,Walk,109,17.92,17.92,106,1008,0,4,13,1,15,30,115,92.83,2,115,136,13.16,0,0,0,0,0,0,0,0
2022-05-21 09:29:25+02:00,Walk,97,44.37,44.37,287,3619,0,2,30,12,44,30,113,286.61,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-22 07:07:32+02:00,Walk,94,33.28,33.28,184,2139,2,20,7,4,33,30,114,184.33,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-23 06:42:30+02:00,Walk,97,20.47,20.47,124,1522,1,2,11,6,20,30,113,123.57,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-23 12:34:55+02:00,Walk,95,44.45,44.45,271,3601,0,11,23,11,44,30,113,270.58,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-23 18:27:26+02:00,Bike,89,20.47,20.47,55,NA,10,10,0,0,20,30,113,54.55,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-24 06:42:13+02:00,Walk,100,20.48,20.48,133,1598,0,3,7,10,20,30,112,132.78,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-24 12:26:08+02:00,Walk,95,32.42,32.42,199,2428,1,2,21,8,32,30,112,198.69,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-25 06:41:00+02:00,Walk,115,23.9,23.9,207,2318,0,0,6,18,13,30,111,109.21,5,111,133,42.58,5,133,161,54.79,0,0,0,0
2022-05-25 12:59:56+02:00,Walk,95,30.72,30.72,175,2044,4,6,8,12,30,30,111,175.36,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-26 06:42:34+02:00,Walk,98,19.62,19.62,135,1728,0,1,7,11,19,30,111,135.05,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-26 12:46:05+02:00,Walk,97,32.43,32.43,206,2532,0,6,15,11,32,30,111,205.99,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-27 06:54:10+02:00,Walk,101,32.43,32.43,229,2934,0,1,14,17,29,30,111,203.11,3,111,133,25.6,0,0,0,0,0,0,0,0
2022-05-27 12:44:03+02:00,Walk,100,28.17,28.17,187,2247,0,2,15,11,28,30,111,186.61,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-27 16:37:53+02:00,Walk,94,57.18,57.18,296,2707,2,55,0,0,57,30,111,295.82,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-27 17:59:53+02:00,Walk,93,32.42,32.42,175,1722,0,19,14,0,32,30,111,174.88,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-28 07:51:51+02:00,Walk,97,40.1,40.1,252,3026,1,4,22,13,40,30,111,252.28,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-28 13:03:21+02:00,Walk,96,20.47,20.47,123,1532,0,5,8,7,20,30,111,122.73,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-28 22:00:16+02:00,Walk,95,21.4,21.4,117,1307,1,10,10,0,21,30,111,117.11,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-29 06:17:54+02:00,Walk,93,24.75,24.75,151,1768,0,12,12,1,24,30,111,150.96,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-30 13:07:14+02:00,Walk,99,19.62,19.62,124,1499,1,1,10,7,17,30,110,109.69,2,110,133,13.88,0,0,0,0,0,0,0,0
2022-05-31 06:39:29+02:00,Walk,102,23.9,23.9,149,1562,0,6,6,11,20,30,112,128.35,3,112,134,21.05,0,0,0,0,0,0,0,0
2022-05-31 12:44:43+02:00,Walk,96,21.35,21.35,121,1410,0,5,15,1,21,30,112,120.94,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-01 06:47:39+02:00,Walk,89,40.12,40.12,250,3200,0,7,26,7,40,30,111,250.01,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-02 06:40:36+02:00,Walk,93,23.88,23.88,151,1834,0,6,6,12,23,30,111,150.96,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-02 12:50:07+02:00,Walk,97,22.18,22.18,112,1198,6,9,4,3,19,30,111,90.31,3,111,133,22.01,0,0,0,0,0,0,0,0
