timestamp,activity_name,average_heart_rate,duration,active_duration,calories,steps,sedentary_minutes,_lightly_active_minutes,fairly_active_minutes,very_active_minutes,out_of_range_minutes,out_of_range_minimum_heart_rate,out_of_range_maximum_heart_rate,out_of_range_calories,fat_burn_minutes,fat_burn_minimum_heart_rate,fat_burn_maximum_heart_rate,fat_burn_calories,cardio_minutes,cardio_minimum_heart_rate,cardio_maximum_heart_rate,cardio_calories,peak_minutes,peak_minimum_heart_rate,peak_maximum_heart_rate,peak_calories
2022-06-07 11:08:38+02:00,Walk,90,28.17,28.17,181,2472,2,3,10,13,28,30,109,180.87,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-07 19:50:06+02:00,Swim,NA,34.13,34.13,195,NA,9,5,11,9,0,0,0,0,18,NA,NA,NA,7,NA,NA,NA,0,0,0,0
2022-06-07 20:43:01+02:00,Workout,109,30.78,30.78,224,3087,0,3,7,20,17,30,109,120.58,13,109,132,103.59,0,0,0,0,0,0,0,0
2022-06-08 19:49:59+02:00,Swim,NA,15.37,15.37,151,NA,0,0,4,11,0,0,0,0,12,NA,NA,NA,4,NA,NA,NA,0,0,0,0
2022-06-08 20:07:03+02:00,Workout,113,15.37,15.37,118,1425,0,0,4,11,1,30,110,7.42,14,110,133,110.53,0,0,0,0,0,0,0,0
2022-06-10 20:48:25+02:00,Walk,92,20.48,20.48,129,1642,0,4,8,8,20,30,110,128.71,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-11 20:05:33+02:00,Walk,98,68.27,68.27,408,4583,7,29,17,15,59,30,109,343.07,9,109,132,64.59,0,0,0,0,0,0,0,0
2022-06-12 20:16:20+02:00,Walk,96,47.0,47.0,297,3705,2,7,19,19,40,30,108,241.75,7,108,131,55.5,0,0,0,0,0,0,0,0
2022-06-13 19:48:50+02:00,Workout,112,29.87,29.87,246,2821,0,0,3,27,4,30,108,40.19,24,108,131,197.37,1,131,160,8.85,0,0,0,0
2022-06-14 19:53:45+02:00,Walk,107,15.35,15.35,116,1527,0,0,7,9,10,30,109,76.32,5,109,132,39.71,0,0,0,0,0,0,0,0
2022-06-14 20:09:06+02:00,Workout,103,17.93,17.93,121,1571,1,1,7,8,14,30,109,102.04,3,109,132,18.54,0,0,0,0,0,0,0,0
2022-06-14 20:35:34+02:00,Elliptical,110,34.2,34.2,269,3519,0,1,7,26,12,30,109,89.83,22,109,132,178.71,0,0,0,0,0,0,0,0
2022-06-15 10:01:17+02:00,Walk,86,16.2,16.2,98,1281,2,14,0,0,16,30,109,98.33,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-15 16:06:32+02:00,Walk,94,23.03,23.03,147,1908,1,4,10,8,23,30,109,147.49,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-15 16:54:19+02:00,Walk,96,29.02,29.02,183,2018,2,5,14,8,24,30,109,149.64,5,109,132,33.02,0,0,0,0,0,0,0,0
2022-06-15 19:49:19+02:00,Swim,NA,37.55,37.55,362,NA,2,2,5,28,0,0,0,0,20,NA,NA,NA,14,NA,NA,NA,0,0,0,0
2022-06-16 10:20:46+02:00,Walk,95,41.82,41.82,292,3985,3,9,4,25,39,30,109,274.41,2,109,132,17.94,0,0,0,0,0,0,0,0
2022-06-17 18:36:27+02:00,Walk,96,19.63,19.63,130,1534,0,19,0,0,18,30,109,123.09,1,109,132,6.7,0,0,0,0,0,0,0,0
2022-06-18 10:22:02+02:00,Walk,93,22.18,22.18,114,1274,4,18,0,0,22,30,108,113.64,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-18 19:11:09+02:00,Walk,100,119.53,119.53,854,11208,8,8,31,72,105,30,108,733.03,14,108,131,121.06,0,0,0,0,0,0,0,0
2022-06-19 11:18:10+02:00,Walk,99,23.9,23.9,138,1471,3,20,0,0,20,30,107,114.95,3,107,131,22.61,0,0,0,0,0,0,0,0
2022-06-19 18:09:32+02:00,Walk,95,87.97,87.97,600,7874,6,7,22,52,84,30,107,575.01,3,107,131,24.64,0,0,0,0,0,0,0,0
2022-06-20 19:50:02+02:00,Swim,NA,15.35,15.35,157,NA,0,1,2,12,0,0,0,0,12,NA,NA,NA,3,NA,NA,NA,0,0,0,0
2022-06-21 09:54:58+02:00,Walk,93,30.73,30.73,233,3239,0,2,3,25,30,30,107,232.66,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-21 19:53:12+02:00,Workout,104,29.93,29.93,213,2697,0,4,10,16,18,30,107,128.23,11,107,131,85.17,0,0,0,0,0,0,0,0
