timestamp,rmssd,nrem_hr,entropy
2022-06-04 00:00:00+02:00,14.77,70.81,1.56
2022-06-05 00:00:00+02:00,15.33,70.13,2.05
2022-06-06 00:00:00+02:00,14.14,70.0,1.58
2022-06-07 00:00:00+02:00,17.41,69.78,2.33
2022-06-08 00:00:00+02:00,14.46,67.04,1.59
2022-06-09 00:00:00+02:00,15.88,73.58,1.84
2022-06-10 00:00:00+02:00,14.14,77.72,1.61
2022-06-11 00:00:00+02:00,14.4,78.73,1.91
2022-06-12 00:00:00+02:00,14.19,78.16,1.71
2022-06-13 00:00:00+02:00,15.92,75.45,1.75
2022-06-15 00:00:00+02:00,13.56,77.97,1.71
2022-06-16 00:00:00+02:00,16.2,79.36,1.8
2022-06-21 00:00:00+02:00,25.14,72.8,2.09
2022-06-22 00:00:00+02:00,18.91,76.51,2.26
2022-06-23 00:00:00+02:00,23.59,72.53,2.09
