timestamp,rmssd,nrem_hr,entropy
2022-05-18 00:00:00+02:00,21.84,73.05,2.0
2022-05-19 00:00:00+02:00,20.15,72.32,1.93
2022-05-20 00:00:00+02:00,35.75,68.0,2.57
2022-05-21 00:00:00+02:00,25.89,74.43,2.52
2022-05-22 00:00:00+02:00,20.24,75.63,2.82
2022-05-23 00:00:00+02:00,55.22,65.03,2.7
2022-05-24 00:00:00+02:00,41.34,65.29,2.29
2022-05-25 00:00:00+02:00,46.2,65.85,2.59
2022-05-26 00:00:00+02:00,36.68,70.49,2.95
2022-05-27 00:00:00+02:00,27.87,72.28,2.11
2022-05-28 00:00:00+02:00,28.2,71.92,2.53
2022-05-29 00:00:00+02:00,57.59,64.79,3.08
2022-05-30 00:00:00+02:00,68.17,58.5,3.09
2022-05-31 00:00:00+02:00,62.4,55.96,3.03
2022-06-01 00:00:00+02:00,51.1,64.5,2.97
