timestamp,rmssd,nrem_hr,entropy
2022-05-18 00:00:00+02:00,48.24,50.87,2.94
2022-05-19 00:00:00+02:00,47.45,51.71,3.02
2022-05-20 00:00:00+02:00,47.48,49.57,3.08
2022-05-21 00:00:00+02:00,50.5,50.81,3.1
2022-05-22 00:00:00+02:00,0.0,54.42,0.0
2022-05-23 00:00:00+02:00,55.04,51.21,3.0
2022-05-24 00:00:00+02:00,54.46,53.38,3.08
2022-05-25 00:00:00+02:00,58.01,52.24,3.14
2022-05-26 00:00:00+02:00,48.58,51.89,3.13
2022-05-27 00:00:00+02:00,57.55,54.17,3.08
2022-05-28 00:00:00+02:00,36.47,63.93,2.82
2022-05-29 00:00:00+02:00,63.96,48.54,3.01
2022-05-30 00:00:00+02:00,58.87,46.92,2.9
2022-05-31 00:00:00+02:00,49.9,48.77,3.11
2022-06-01 00:00:00+02:00,50.93,49.78,3.37
2022-06-02 00:00:00+02:00,66.54,50.36,3.56
