timestamp,rmssd,nrem_hr,entropy
2022-06-03 00:00:00+02:00,28.75,55.76,2.69
2022-06-04 00:00:00+02:00,26.7,54.54,2.4
2022-06-05 00:00:00+02:00,19.88,62.12,2.29
2022-06-06 00:00:00+02:00,35.05,50.18,2.67
2022-06-07 00:00:00+02:00,22.74,63.69,2.99
2022-06-08 00:00:00+02:00,29.16,55.92,2.92
2022-06-09 00:00:00+02:00,31.46,54.89,2.68
2022-06-10 00:00:00+02:00,40.37,52.24,2.98
2022-06-11 00:00:00+02:00,27.03,53.03,2.34
2022-06-12 00:00:00+02:00,22.79,59.62,2.85
2022-06-13 00:00:00+02:00,32.84,51.51,2.29
2022-06-14 00:00:00+02:00,29.27,53.48,2.36
2022-06-15 00:00:00+02:00,36.53,51.47,2.65
2022-06-16 00:00:00+02:00,37.23,50.52,2.61
2022-06-17 00:00:00+02:00,29.17,57.12,2.93
2022-06-18 00:00:00+02:00,32.44,52.38,2.52
2022-06-19 00:00:00+02:00,20.71,61.15,2.88
2022-06-20 00:00:00+02:00,29.57,52.56,2.47
2022-06-21 00:00:00+02:00,38.11,51.62,2.68
