timestamp,rmssd,nrem_hr,entropy
2022-05-18 00:00:00+02:00,72.86,78.92,2.85
2022-05-19 00:00:00+02:00,52.67,53.01,3.02
2022-05-20 00:00:00+02:00,60.14,60.04,3.24
2022-05-21 00:00:00+02:00,56.25,59.45,3.41
2022-05-22 00:00:00+02:00,58.88,61.44,3.32
2022-05-23 00:00:00+02:00,59.82,55.6,3.34
2022-05-24 00:00:00+02:00,51.12,64.48,3.21
2022-05-25 00:00:00+02:00,70.09,57.94,3.6
2022-05-27 00:00:00+02:00,59.82,53.76,3.28
2022-05-28 00:00:00+02:00,67.32,63.58,3.23
2022-05-29 00:00:00+02:00,50.75,54.87,3.09
2022-05-30 00:00:00+02:00,65.52,55.61,3.07
2022-05-31 00:00:00+02:00,60.42,59.92,3.48
