timestamp,rmssd,nrem_hr,entropy
2022-06-03 00:00:00+02:00,21.72,52.26,2.78
2022-06-04 00:00:00+02:00,23.5,55.5,2.71
2022-06-05 00:00:00+02:00,23.29,53.28,2.57
2022-06-06 00:00:00+02:00,24.22,50.67,2.97
2022-06-07 00:00:00+02:00,24.18,52.47,3.19
2022-06-08 00:00:00+02:00,17.05,61.43,3.0
2022-06-09 00:00:00+02:00,19.35,57.75,2.91
2022-06-10 00:00:00+02:00,21.5,53.02,2.94
2022-06-11 00:00:00+02:00,21.46,53.63,2.85
2022-06-12 00:00:00+02:00,22.1,53.67,3.34
2022-06-13 00:00:00+02:00,18.03,54.73,3.1
2022-06-14 00:00:00+02:00,17.9,58.21,2.98
2022-06-15 00:00:00+02:00,17.17,56.14,3.04
2022-06-16 00:00:00+02:00,22.11,50.74,2.94
2022-06-17 00:00:00+02:00,19.13,53.91,2.99
