timestamp,rmssd,nrem_hr,entropy
2022-06-07 00:00:00+02:00,22.11,74.58,2.38
2022-06-08 00:00:00+02:00,21.74,69.86,2.52
2022-06-10 00:00:00+02:00,17.72,72.57,2.44
2022-06-11 00:00:00+02:00,24.86,66.59,2.87
2022-06-12 00:00:00+02:00,23.08,68.36,2.45
2022-06-13 00:00:00+02:00,21.27,70.6,2.44
2022-06-14 00:00:00+02:00,18.94,68.71,2.06
2022-06-15 00:00:00+02:00,22.1,68.31,2.21
2022-06-16 00:00:00+02:00,17.77,72.95,2.22
2022-06-17 00:00:00+02:00,23.32,71.96,2.47
2022-06-18 00:00:00+02:00,17.81,70.14,2.06
2022-06-19 00:00:00+02:00,23.14,68.13,2.41
2022-06-20 00:00:00+02:00,23.89,73.57,2.62
2022-06-21 00:00:00+02:00,26.18,64.37,2.69
2022-06-22 00:00:00+02:00,24.37,69.03,2.03
