timestamp,rmssd,nrem_hr,entropy
2022-05-19 00:00:00+02:00,41.11,57.55,2.96
2022-05-20 00:00:00+02:00,45.92,55.3,2.74
2022-05-21 00:00:00+02:00,39.44,57.5,2.94
2022-05-22 00:00:00+02:00,46.94,53.93,2.82
2022-05-23 00:00:00+02:00,34.58,57.44,2.45
2022-05-24 00:00:00+02:00,52.23,52.25,3.12
2022-05-25 00:00:00+02:00,51.13,51.08,2.68
2022-05-26 00:00:00+02:00,47.61,51.14,2.86
2022-05-27 00:00:00+02:00,55.15,52.8,3.1
2022-05-28 00:00:00+02:00,50.03,52.93,3.2
2022-05-29 00:00:00+02:00,50.03,54.21,3.18
2022-05-30 00:00:00+02:00,45.56,57.8,3.15
2022-05-31 00:00:00+02:00,47.42,53.64,3.2
2022-06-01 00:00:00+02:00,41.88,53.71,2.8
