timestamp,rmssd,nrem_hr,entropy
2022-05-19 00:00:00+02:00,18.89,66.76,1.95
2022-05-20 00:00:00+02:00,16.83,67.31,2.03
2022-05-21 00:00:00+02:00,19.24,74.28,2.11
2022-05-22 00:00:00+02:00,23.64,67.44,2.6
2022-05-23 00:00:00+02:00,13.99,69.16,1.86
2022-05-25 00:00:00+02:00,13.46,71.34,1.97
2022-05-26 00:00:00+02:00,16.52,67.34,2.2
2022-05-27 00:00:00+02:00,15.02,66.09,2.28
2022-05-28 00:00:00+02:00,18.51,66.49,2.49
2022-05-29 00:00:00+02:00,18.85,71.83,2.3
2022-05-30 00:00:00+02:00,16.82,69.84,2.09
