timestamp,rmssd,nrem_hr,entropy
2022-05-18 00:00:00+02:00,81.6,53.49,2.95
2022-05-19 00:00:00+02:00,80.71,55.76,3.01
2022-05-20 00:00:00+02:00,77.23,53.34,2.93
2022-05-21 00:00:00+02:00,72.08,49.44,2.95
2022-05-22 00:00:00+02:00,78.62,49.41,2.94
2022-05-23 00:00:00+02:00,80.9,49.75,2.92
2022-05-24 00:00:00+02:00,88.6,48.0,3.13
2022-05-25 00:00:00+02:00,84.96,50.21,2.94
2022-05-26 00:00:00+02:00,88.02,50.38,3.06
2022-05-27 00:00:00+02:00,80.95,45.85,3.12
2022-05-28 00:00:00+02:00,81.21,48.33,3.06
2022-05-29 00:00:00+02:00,89.76,46.53,3.06
2022-05-30 00:00:00+02:00,100.38,47.76,3.25
2022-05-31 00:00:00+02:00,85.97,48.01,2.95
2022-06-01 00:00:00+02:00,85.72,47.23,2.87
