timestamp,rmssd,nrem_hr,entropy
2022-05-20 00:00:00+02:00,28.35,51.66,2.23
2022-05-21 00:00:00+02:00,26.93,53.49,2.39
2022-05-22 00:00:00+02:00,30.35,51.66,2.52
2022-05-23 00:00:00+02:00,33.59,49.92,2.56
2022-05-24 00:00:00+02:00,24.88,51.63,2.22
2022-05-25 00:00:00+02:00,27.54,50.44,2.7
2022-05-26 00:00:00+02:00,25.48,49.26,2.47
2022-05-27 00:00:00+02:00,25.36,51.83,2.5
2022-05-28 00:00:00+02:00,34.51,49.24,2.45
2022-05-29 00:00:00+02:00,26.11,53.8,2.38
2022-05-30 00:00:00+02:00,31.39,49.85,2.43
2022-05-31 00:00:00+02:00,35.43,49.56,2.66
2022-06-01 00:00:00+02:00,34.27,49.5,2.62
2022-06-02 00:00:00+02:00,29.49,50.62,2.62
