timestamp,rmssd,nrem_hr,entropy
2022-06-05 00:00:00+02:00,13.84,76.46,1.59
2022-06-06 00:00:00+02:00,13.91,77.04,1.86
2022-06-07 00:00:00+02:00,17.52,73.2,1.86
2022-06-08 00:00:00+02:00,15.08,76.68,1.9
2022-06-09 00:00:00+02:00,16.51,73.73,1.77
2022-06-10 00:00:00+02:00,19.07,72.63,2.01
2022-06-11 00:00:00+02:00,20.82,68.59,1.96
2022-06-12 00:00:00+02:00,12.35,79.22,1.46
2022-06-13 00:00:00+02:00,15.29,77.09,1.8
2022-06-14 00:00:00+02:00,14.96,73.93,1.69
2022-06-15 00:00:00+02:00,11.53,80.17,1.57
2022-06-16 00:00:00+02:00,12.26,80.49,1.57
2022-06-17 00:00:00+02:00,18.52,79.62,1.48
2022-06-20 00:00:00+02:00,14.05,80.78,1.37
2022-06-21 00:00:00+02:00,15.53,77.73,1.7
