timestamp,rmssd,nrem_hr,entropy
2022-05-17 00:00:00+02:00,0.0,58.35,0.0
2022-05-18 00:00:00+02:00,58.52,61.24,2.95
2022-05-19 00:00:00+02:00,59.7,60.42,2.9
2022-05-20 00:00:00+02:00,50.09,60.13,2.77
2022-05-21 00:00:00+02:00,59.7,58.53,2.91
2022-05-22 00:00:00+02:00,52.84,59.59,2.77
2022-05-23 00:00:00+02:00,45.37,62.13,2.6
2022-05-24 00:00:00+02:00,60.17,59.3,3.01
2022-05-25 00:00:00+02:00,55.55,58.05,2.82
2022-05-26 00:00:00+02:00,65.76,57.04,3.06
2022-05-28 00:00:00+02:00,67.32,56.72,3.02
2022-05-29 00:00:00+02:00,72.61,55.9,3.13
2022-05-30 00:00:00+02:00,64.64,56.17,3.03
2022-05-31 00:00:00+02:00,61.01,56.7,3.05
2022-06-01 00:00:00+02:00,82.83,52.2,3.25
