timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2022-06-08 07:01:00+02:00,12.6,0.7,7.94,12.6,0.7,7.94,12.4,1.3,11.18,11.4,1.1,7.37
2022-06-09 08:25:30+02:00,13.4,0.9,11.38,13.4,0.9,11.38,12.8,1.2,17.79,12.8,2.4,7.52
2022-06-10 07:06:30+02:00,14.2,1.2,11.48,14.2,1.2,11.48,12.8,2.0,19.67,13.6,2.0,6.47
2022-06-11 08:29:30+02:00,14.4,1.1,8.37,14.4,1.1,8.37,14.0,1.3,12.37,14.2,1.8,3.75
2022-06-11 10:20:30+02:00,14.4,1.1,12.08,14.4,1.1,12.08,13.8,1.9,7.2,13.0,0.7,3.73
2022-06-11 11:35:30+02:00,14.2,1.1,12.31,14.2,1.1,12.31,13.8,2.0,6.15,14.2,1.8,3.94
2022-06-12 12:57:30+02:00,16.6,0.9,5.79,16.6,0.9,5.79,15.8,2.0,9.65,-1.0,0.0,0.0
2022-06-13 08:36:30+02:00,14.8,1.2,11.06,14.8,1.2,11.06,14.2,1.9,18.08,16.0,2.4,11.42
2022-06-14 08:17:30+02:00,14.6,1.4,13.07,14.6,1.4,13.07,14.2,1.4,20.4,15.4,2.4,9.68
2022-06-15 09:51:30+02:00,13.8,1.5,12.81,13.8,1.5,12.81,13.6,1.6,15.7,13.2,3.7,5.71
2022-06-16 10:12:30+02:00,14.2,2.1,14.7,14.2,2.1,14.7,13.2,1.5,11.74,12.2,1.6,5.84
2022-06-17 08:41:30+02:00,14.6,1.1,6.84,14.6,1.1,6.84,13.4,1.7,10.64,12.0,0.7,5.33
2022-06-18 13:20:30+02:00,13.8,1.3,13.74,13.8,1.3,13.74,13.4,1.3,10.81,13.8,1.5,6.01
2022-06-19 12:07:30+02:00,13.6,1.1,12.16,13.6,1.1,12.16,14.2,2.2,16.39,14.8,2.8,8.67
2022-06-20 10:32:30+02:00,12.6,0.8,10.82,12.6,0.8,10.82,13.4,1.3,14.72,13.0,1.8,7.11
2022-06-21 08:34:30+02:00,13.0,1.2,11.16,13.0,1.2,11.16,13.0,1.0,11.56,14.6,2.1,5.58
2022-06-22 07:45:30+02:00,13.2,1.0,9.16,13.2,1.0,9.16,13.2,1.2,13.27,14.6,3.2,6.15
