timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2022-05-19 07:16:00+02:00,13.0,0.8,12.25,13.0,0.8,12.25,12.8,1.0,9.17,12.2,1.5,6.98
2022-05-20 07:47:00+02:00,13.0,1.4,8.0,-1.0,0.0,1.43,13.0,1.4,8.0,12.2,1.6,3.22
2022-05-21 06:55:00+02:00,13.2,0.7,5.47,13.2,0.7,5.47,13.0,1.1,8.15,12.8,1.6,4.44
2022-05-21 09:42:30+02:00,13.2,0.7,5.47,13.2,0.7,5.47,12.8,1.5,5.79,12.8,1.6,3.63
2022-05-22 08:17:00+02:00,12.6,1.1,12.34,12.6,1.1,12.34,12.8,1.5,6.76,13.2,0.9,5.84
2022-05-23 07:47:00+02:00,13.8,1.2,6.75,13.8,1.2,6.75,12.0,1.0,5.41,11.8,1.6,5.95
2022-05-24 07:41:00+02:00,12.0,0.7,4.47,12.0,0.7,4.47,12.8,1.2,9.5,12.8,0.8,4.35
2022-05-25 07:55:30+02:00,12.6,0.7,6.02,12.6,0.7,6.02,12.4,1.2,7.66,12.2,2.1,4.61
2022-05-26 07:33:00+02:00,13.0,0.8,6.0,13.0,0.8,6.0,12.4,1.1,7.9,10.8,0.6,3.03
2022-05-27 02:08:00+02:00,12.8,0.7,6.55,-1.0,0.0,0.0,12.8,0.7,6.55,-1.0,0.0,1.85
2022-05-27 07:05:00+02:00,12.6,0.6,5.75,12.6,0.6,5.75,12.4,0.9,9.1,14.6,0.6,2.74
2022-05-28 08:07:00+02:00,13.2,0.6,4.98,13.2,0.6,4.98,12.4,1.0,13.98,12.4,1.3,2.8
2022-05-29 05:39:00+02:00,13.4,0.9,7.67,13.4,0.9,7.67,12.4,0.8,8.79,12.6,1.5,3.22
2022-05-29 09:45:00+02:00,13.2,1.0,11.37,13.2,1.0,11.37,12.0,1.1,13.74,13.0,1.6,3.89
2022-05-30 07:46:00+02:00,12.2,1.3,6.9,9.4,0.5,2.89,12.2,1.3,6.9,12.2,1.8,3.28
2022-05-31 02:26:00+02:00,13.8,0.6,7.15,13.8,0.6,7.15,13.6,1.1,7.84,13.6,1.1,2.79
2022-05-31 07:48:00+02:00,13.6,0.7,7.12,13.6,0.7,7.12,13.6,1.5,9.8,12.8,0.7,4.36
