timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2022-05-19 06:21:00+02:00,11.0,0.9,6.89,11.4,0.7,3.73,11.0,0.9,6.89,11.4,0.6,3.01
2022-05-20 06:32:30+02:00,12.0,1.2,5.35,12.0,1.2,5.35,11.2,1.6,7.13,10.0,1.1,3.27
2022-05-21 06:36:30+02:00,12.0,0.8,5.62,12.0,0.8,5.62,12.2,1.4,5.48,11.2,0.7,2.51
2022-05-22 09:32:30+02:00,11.6,1.2,5.72,11.6,1.2,5.72,10.8,1.5,7.09,10.8,1.6,3.89
2022-05-23 06:41:30+02:00,11.4,1.4,6.47,11.4,1.4,6.47,11.6,1.4,4.66,13.0,0.7,2.82
2022-05-24 06:12:00+02:00,11.6,1.4,10.7,12.4,0.7,3.04,11.6,1.4,10.7,11.2,1.8,4.17
2022-05-25 06:41:30+02:00,12.0,0.6,6.09,12.0,0.6,6.09,11.6,1.1,6.98,11.6,2.7,3.48
2022-05-26 06:31:00+02:00,10.6,0.7,4.74,10.6,0.7,4.74,10.8,1.1,4.06,10.8,1.1,5.05
2022-05-27 06:36:30+02:00,11.2,0.9,6.69,-1.0,0.0,1.31,11.2,0.9,6.69,14.4,1.0,2.95
2022-05-28 09:13:00+02:00,11.4,0.9,6.01,11.4,0.9,6.01,11.4,0.7,5.5,11.2,3.2,3.68
2022-05-29 07:18:30+02:00,11.0,1.4,6.48,10.6,0.6,3.17,11.0,1.4,6.48,11.8,0.7,4.23
2022-05-30 06:02:00+02:00,11.8,1.2,7.07,-1.0,0.0,0.0,11.8,1.2,7.07,12.2,1.3,4.31
2022-05-31 06:45:30+02:00,12.2,0.8,4.08,12.2,0.8,4.08,12.0,1.2,9.31,11.6,2.6,2.54
2022-06-01 06:05:30+02:00,12.0,0.8,9.26,12.0,0.8,9.26,11.2,1.5,5.13,-1.0,0.0,1.95
