timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2022-05-18 09:34:00+02:00,13.0,0.7,8.06,13.0,0.7,8.06,12.6,1.7,3.61,10.4,1.3,2.88
2022-05-19 10:07:00+02:00,12.0,0.7,6.02,12.0,0.7,6.02,10.8,0.9,5.04,13.0,0.4,3.22
2022-05-20 06:10:00+02:00,14.0,1.5,3.02,14.0,1.5,3.02,11.4,0.6,2.84,13.6,0.8,3.11
2022-05-21 09:45:30+02:00,12.8,0.9,7.78,12.8,0.9,7.78,13.0,1.0,4.48,-1.0,0.0,2.43
2022-05-22 11:02:30+02:00,11.6,0.7,6.94,11.6,0.7,6.94,12.0,1.1,3.78,11.0,0.8,3.2
2022-05-23 06:07:00+02:00,13.8,0.6,4.95,13.8,0.6,4.95,12.6,1.8,5.71,22.8,0.4,2.82
2022-05-24 06:25:00+02:00,12.8,0.6,7.03,12.8,0.6,7.03,12.2,1.3,11.28,11.2,1.7,4.64
2022-05-25 06:27:30+02:00,12.2,2.2,7.81,12.0,0.8,2.99,12.2,2.2,7.81,11.4,0.7,3.78
2022-05-26 06:24:30+02:00,12.0,0.7,5.43,12.0,0.7,5.43,12.6,1.8,15.77,12.0,1.5,5.97
2022-05-27 06:18:00+02:00,12.4,0.6,5.98,12.4,0.6,5.98,12.4,1.2,9.46,11.8,1.2,3.33
2022-05-28 09:39:00+02:00,11.8,0.6,8.38,11.8,0.6,8.38,12.2,1.2,12.0,11.2,2.0,4.12
2022-05-29 10:30:30+02:00,12.2,0.8,7.24,12.2,0.8,7.24,11.6,1.2,2.92,9.6,0.6,2.75
2022-05-30 06:17:00+02:00,13.2,0.6,7.54,13.2,0.6,7.54,11.6,1.8,5.95,11.4,1.2,4.67
2022-05-31 06:17:00+02:00,11.8,1.4,10.14,11.8,1.4,10.14,12.0,1.3,6.4,10.6,0.6,4.36
