timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2022-06-08 09:08:30+02:00,14.6,1.3,6.09,16.8,0.6,3.51,14.6,1.3,6.09,13.6,1.1,2.72
2022-06-09 07:33:30+02:00,15.2,0.7,6.34,15.2,0.7,6.34,15.2,1.6,7.9,15.8,2.5,5.34
2022-06-10 07:40:30+02:00,16.0,1.0,7.14,16.0,1.0,7.14,15.0,0.7,4.16,10.2,1.2,3.36
2022-06-11 09:14:30+02:00,15.8,0.9,6.5,15.8,0.9,6.5,15.4,1.8,11.41,15.4,1.5,3.7
2022-06-12 09:59:30+02:00,14.4,0.9,8.44,14.4,0.9,8.44,14.0,1.0,9.73,12.4,0.5,3.67
2022-06-13 07:33:30+02:00,14.8,0.9,10.95,14.8,0.9,10.95,14.8,1.3,8.58,16.6,0.7,4.53
2022-06-14 07:39:30+02:00,15.0,1.1,5.58,15.0,1.1,5.58,14.6,0.7,4.7,14.6,1.9,4.53
2022-06-15 08:06:00+02:00,15.8,0.8,7.93,15.8,0.8,7.93,15.2,1.4,8.4,-1.0,0.0,1.63
2022-06-16 08:48:30+02:00,15.8,1.1,10.42,15.8,1.1,10.42,15.4,1.6,10.3,-1.0,0.0,1.89
2022-06-17 07:30:30+02:00,16.0,0.9,6.71,16.0,0.9,6.71,16.0,1.6,10.43,16.4,1.3,3.08
2022-06-18 10:49:00+02:00,15.8,1.1,13.7,15.8,1.1,13.7,15.6,1.6,10.96,16.0,0.8,3.11
2022-06-19 10:34:30+02:00,14.6,0.9,9.69,14.6,0.9,9.69,14.6,1.5,9.74,15.8,1.9,4.34
2022-06-20 08:57:30+02:00,15.6,1.2,12.58,15.6,1.2,12.58,14.8,1.2,8.02,14.4,1.2,7.6
2022-06-21 07:41:00+02:00,16.2,1.0,6.62,16.2,1.0,6.62,15.2,1.1,10.23,-1.0,0.0,2.09
2022-06-22 07:47:30+02:00,15.6,0.8,7.89,15.6,0.8,7.89,14.8,1.3,8.45,17.4,0.4,2.58
