timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2022-06-04 08:28:30+02:00,17.4,1.2,5.84,17.4,1.2,5.84,16.2,2.0,17.78,-1.0,0.0,2.3
2022-06-05 08:37:30+02:00,16.0,1.3,6.59,16.0,1.3,6.59,16.0,1.7,9.63,26.4,0.4,3.08
2022-06-06 08:13:00+02:00,15.2,1.5,9.98,15.2,1.5,9.98,15.2,1.6,14.61,-1.0,0.0,2.37
2022-06-07 08:16:30+02:00,15.4,1.4,10.09,15.4,1.4,10.09,14.8,1.6,14.1,-1.0,0.0,2.06
2022-06-08 08:11:30+02:00,16.2,1.2,9.49,16.2,1.2,9.49,15.6,1.8,9.75,16.8,2.0,4.63
2022-06-09 06:20:30+02:00,16.8,1.0,10.69,16.8,1.0,10.69,16.8,1.2,13.34,-1.0,0.0,1.88
2022-06-09 09:18:30+02:00,16.6,1.4,11.91,16.6,1.4,11.91,16.4,1.5,12.18,-1.0,0.0,1.48
2022-06-10 08:46:30+02:00,15.6,1.5,8.54,15.6,1.5,8.54,15.2,1.4,21.53,13.8,0.7,2.76
2022-06-11 08:33:00+02:00,16.2,1.5,8.28,16.2,1.5,8.28,15.2,1.6,11.39,-1.0,0.0,2.38
2022-06-12 08:38:30+02:00,15.8,0.9,9.59,15.8,0.9,9.59,15.2,1.5,13.6,14.8,2.9,4.36
2022-06-13 08:05:00+02:00,15.2,1.5,11.03,15.2,1.5,11.03,15.0,1.3,12.61,20.0,0.6,2.81
2022-06-14 08:03:00+02:00,16.6,1.2,7.49,16.6,1.2,7.49,15.6,1.4,7.76,-1.0,0.0,2.27
2022-06-15 08:01:30+02:00,16.4,1.4,12.2,16.4,1.4,12.2,15.6,1.8,10.5,19.2,0.7,3.62
2022-06-16 07:32:30+02:00,15.8,1.5,7.39,15.8,1.5,7.39,15.2,1.4,15.47,-1.0,0.0,2.39
2022-06-17 08:32:30+02:00,16.2,0.7,10.89,16.2,0.7,10.89,15.0,1.4,11.07,13.6,0.5,2.78
2022-06-18 08:56:30+02:00,16.2,1.1,11.91,16.2,1.1,11.91,15.8,1.5,16.82,-1.0,0.0,2.1
2022-06-19 08:05:30+02:00,16.6,1.6,7.75,16.6,1.6,7.75,15.4,1.1,15.03,14.4,0.9,2.64
2022-06-20 08:01:00+02:00,16.8,1.2,12.06,16.8,1.2,12.06,16.2,1.6,7.79,-1.0,0.0,2.03
2022-06-21 07:28:30+02:00,16.4,1.2,6.56,16.4,1.2,6.56,15.6,1.7,16.14,-1.0,0.0,1.88
2022-06-22 09:29:30+02:00,16.4,1.2,6.98,16.4,1.2,6.98,15.4,1.5,13.99,-1.0,0.0,2.3
2022-06-23 07:35:30+02:00,16.2,1.2,10.32,16.2,1.2,10.32,15.8,1.5,14.13,13.8,0.8,3.14
