timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2022-06-07 06:15:30+02:00,15.2,0.8,9.36,15.2,0.8,9.36,14.6,1.1,10.23,14.4,2.7,4.12
2022-06-08 06:22:30+02:00,14.8,0.9,12.0,14.8,0.9,12.0,15.4,1.8,11.84,16.0,1.9,7.9
2022-06-09 06:17:30+02:00,16.8,1.3,7.76,16.8,1.3,7.76,15.4,1.7,12.39,16.6,1.1,4.87
2022-06-10 06:24:30+02:00,15.6,1.1,7.68,15.6,1.1,7.68,15.4,1.4,4.78,16.2,0.8,3.52
2022-06-11 07:44:00+02:00,17.8,1.4,11.0,17.8,1.4,11.0,16.2,2.3,9.98,17.0,1.4,5.56
2022-06-12 08:14:00+02:00,15.6,1.0,8.82,15.6,1.0,8.82,16.6,3.0,13.07,15.4,1.9,5.47
2022-06-13 06:20:00+02:00,17.8,1.2,7.46,17.8,1.2,7.46,17.6,1.4,10.48,17.2,2.4,4.64
2022-06-14 06:27:30+02:00,17.2,0.5,6.1,17.2,0.5,6.1,16.8,2.7,16.84,16.2,1.4,4.25
2022-06-15 06:23:30+02:00,16.0,1.7,10.15,16.0,1.7,10.15,15.4,1.1,8.22,20.4,0.6,5.59
2022-06-16 06:19:00+02:00,16.0,0.8,5.38,16.0,0.8,5.38,16.8,1.2,10.35,18.2,0.7,2.81
2022-06-17 06:19:00+02:00,16.2,0.9,7.52,16.2,0.9,7.52,17.0,2.6,8.02,17.8,1.4,3.75
2022-06-18 07:35:00+02:00,18.4,1.2,7.58,18.4,1.2,7.58,16.4,2.7,15.78,16.0,2.9,9.16
2022-06-19 08:39:00+02:00,17.0,1.3,5.7,17.0,1.3,5.7,16.6,1.1,7.44,16.6,2.5,8.72
2022-06-20 06:54:30+02:00,15.6,0.8,7.48,15.6,0.8,7.48,16.8,1.7,10.68,17.6,2.5,4.79
