timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2022-06-01 07:27:00+02:00,12.2,0.9,7.05,12.2,0.9,7.05,12.2,1.5,6.11,12.4,1.3,4.39
2022-06-02 06:58:30+02:00,13.0,0.9,5.7,12.6,0.5,3.37,13.0,0.9,5.7,12.6,1.7,4.51
2022-06-03 04:37:00+02:00,13.0,0.8,5.53,13.0,0.8,5.53,13.0,0.9,8.45,12.8,0.8,4.21
2022-06-04 08:06:30+02:00,13.0,1.1,7.16,13.0,0.6,3.52,13.0,1.1,7.16,12.6,1.5,4.3
2022-06-05 06:14:30+02:00,12.8,0.8,5.55,12.8,0.8,5.55,13.4,1.2,8.01,13.6,1.8,3.71
2022-06-06 07:02:00+02:00,12.2,0.7,7.4,12.2,0.7,7.4,12.8,0.7,5.38,12.6,1.5,2.75
2022-06-08 04:28:00+02:00,12.4,0.8,5.16,12.4,0.8,5.16,12.6,1.0,6.97,-1.0,0.0,2.39
2022-06-09 06:40:00+02:00,12.6,0.6,6.43,12.6,0.6,6.43,13.0,0.9,9.03,13.2,1.4,10.33
2022-06-10 05:20:30+02:00,13.0,0.9,6.56,13.0,0.9,6.56,13.0,0.8,6.5,12.8,1.4,3.84
2022-06-11 06:45:30+02:00,12.4,0.7,7.83,12.4,0.7,7.83,12.8,0.9,7.76,12.6,1.1,3.36
2022-06-12 07:43:00+02:00,12.6,0.8,6.57,12.6,0.8,6.57,13.2,1.1,10.43,13.2,0.9,7.52
2022-06-13 07:18:00+02:00,13.0,0.8,6.29,13.0,0.8,6.29,12.4,0.8,10.15,11.8,1.7,4.8
2022-06-14 09:33:30+02:00,13.2,1.0,8.84,-1.0,0.0,0.0,13.2,1.0,8.84,12.6,0.4,4.47
2022-06-15 05:53:30+02:00,13.0,0.5,4.17,13.0,0.5,4.17,12.0,0.5,3.74,13.2,0.6,3.23
