timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2022-05-18 07:10:00+02:00,15.2,1.5,9.3,15.2,1.5,9.3,15.0,1.8,9.49,14.2,0.8,4.01
2022-05-19 05:03:30+02:00,16.6,1.4,6.96,16.6,1.4,6.96,14.8,0.5,4.2,13.4,0.8,2.72
2022-05-19 07:38:30+02:00,15.8,2.2,7.88,15.8,2.2,7.88,14.8,0.5,5.18,14.2,1.4,6.53
2022-05-20 07:33:30+02:00,13.4,0.7,5.8,13.4,0.7,5.8,15.2,2.0,11.04,15.6,2.0,6.46
2022-05-21 05:02:00+02:00,16.0,1.9,11.48,15.6,0.6,2.53,16.0,1.9,11.48,16.2,1.3,6.72
2022-05-21 09:01:00+02:00,15.8,1.6,6.68,15.8,1.6,6.68,15.6,1.7,8.0,15.8,1.8,6.26
2022-05-22 06:23:30+02:00,16.2,1.4,7.54,16.2,1.4,7.54,16.6,1.8,5.65,-1.0,0.0,2.04
2022-05-23 04:19:30+02:00,17.0,0.8,8.66,17.0,0.8,8.66,16.0,1.6,9.5,15.4,0.7,3.3
2022-05-24 07:07:30+02:00,15.6,1.7,9.32,15.6,1.7,9.32,15.2,1.3,10.78,-1.0,0.0,0.0
2022-05-25 07:01:00+02:00,16.4,2.0,19.05,16.4,2.0,19.05,16.2,2.1,9.85,15.8,0.7,4.27
2022-05-27 07:25:00+02:00,14.8,0.9,8.38,14.8,0.9,8.38,15.4,1.4,10.7,15.0,2.6,9.31
2022-05-28 05:08:00+02:00,15.8,1.5,9.12,15.8,1.5,9.12,14.8,2.0,14.27,16.0,2.1,6.74
2022-05-29 06:12:00+02:00,14.8,1.5,11.38,14.8,1.5,11.38,15.0,1.7,13.53,15.4,2.3,7.48
2022-05-30 05:55:30+02:00,16.6,1.7,11.38,16.6,1.7,11.38,17.2,1.8,15.68,17.2,0.5,2.64
2022-05-31 07:19:00+02:00,16.4,1.0,7.52,16.4,1.0,7.52,15.6,2.1,13.71,15.4,2.3,9.83
