timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2022-06-07 08:43:00+02:00,11.4,2.7,3.42,11.4,2.7,3.42,11.8,1.8,2.96,9.8,2.3,2.78
2022-06-08 09:15:00+02:00,12.0,0.6,4.16,12.0,0.6,4.16,12.0,2.0,2.63,11.4,2.0,2.94
2022-06-09 09:09:30+02:00,12.4,1.2,4.61,12.4,1.2,4.61,12.0,2.2,3.24,11.4,0.6,3.24
2022-06-10 08:03:30+02:00,12.6,1.6,4.26,12.6,1.6,4.26,12.0,1.7,3.88,12.2,2.3,4.48
2022-06-11 08:43:30+02:00,12.6,1.9,5.88,12.6,1.9,5.88,12.2,1.8,3.64,12.2,0.9,5.31
2022-06-12 08:21:30+02:00,11.8,0.5,6.5,11.8,0.5,6.5,11.6,1.7,2.8,13.2,0.8,2.68
2022-06-13 08:32:00+02:00,12.2,0.8,3.77,12.2,0.8,3.77,11.6,1.6,3.36,12.6,1.6,3.93
2022-06-14 08:35:30+02:00,12.2,0.7,4.96,12.2,0.7,4.96,12.2,2.2,2.56,10.4,1.5,3.27
2022-06-15 08:02:30+02:00,11.6,0.8,5.37,11.6,0.8,5.37,13.2,1.6,6.16,12.4,2.1,3.26
2022-06-16 10:49:30+02:00,12.0,1.7,5.48,12.0,1.7,5.48,11.8,2.6,3.87,11.4,1.2,2.92
2022-06-17 08:07:00+02:00,11.6,1.5,8.86,11.6,1.5,8.86,12.2,2.2,2.82,12.0,2.3,3.28
2022-06-18 08:43:30+02:00,12.4,1.0,6.2,14.0,1.2,3.57,12.4,1.0,6.2,12.0,1.6,3.56
2022-06-19 08:28:30+02:00,12.2,1.2,5.95,12.2,1.2,5.95,12.0,1.4,3.37,12.0,1.5,2.73
2022-06-20 08:25:30+02:00,11.8,1.2,4.48,15.6,0.6,2.8,11.8,1.2,4.48,11.6,2.4,2.58
2022-06-21 08:32:30+02:00,10.6,0.7,3.04,10.6,0.7,3.04,12.2,1.7,3.11,10.2,2.7,2.84
