timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2022-06-03 07:23:30+02:00,15.2,1.7,4.28,15.2,1.7,4.28,14.4,1.1,6.57,15.8,2.0,4.97
2022-06-04 07:42:30+02:00,16.0,1.3,6.53,16.0,1.3,6.53,15.8,2.1,4.12,14.8,1.6,4.36
2022-06-05 09:25:30+02:00,15.8,1.3,6.57,15.8,1.3,6.57,14.8,1.2,4.51,-1.0,0.0,2.04
2022-06-06 07:26:30+02:00,15.0,1.1,5.61,15.0,1.1,5.61,14.4,1.3,6.95,15.2,0.8,3.61
2022-06-07 07:44:00+02:00,16.0,1.1,6.06,16.0,1.1,6.06,14.8,1.4,6.3,14.8,1.0,3.22
2022-06-08 07:24:30+02:00,18.2,0.7,5.86,18.2,0.7,5.86,17.4,1.3,7.35,18.0,1.1,3.36
2022-06-09 07:50:30+02:00,17.8,1.0,5.11,17.8,1.0,5.11,17.6,2.1,8.86,-1.0,0.0,1.78
2022-06-09 09:24:30+02:00,17.8,0.8,4.59,17.8,0.8,4.59,17.6,2.1,10.28,-1.0,0.0,1.18
2022-06-10 06:08:30+02:00,16.4,0.7,4.12,16.4,0.7,4.12,15.6,0.9,6.93,18.0,0.7,3.24
2022-06-11 09:00:30+02:00,16.6,1.3,7.62,16.6,1.3,7.62,16.2,1.6,8.6,-1.0,0.0,1.4
2022-06-12 07:50:30+02:00,16.2,1.2,6.24,16.2,1.2,6.24,15.6,0.9,7.42,-1.0,0.0,1.46
2022-06-12 09:33:30+02:00,16.0,1.1,7.26,16.0,1.1,7.26,15.2,1.5,5.91,-1.0,0.0,1.15
2022-06-13 07:46:30+02:00,16.4,1.0,5.43,16.4,1.0,5.43,16.8,1.2,7.38,29.8,0.2,2.63
2022-06-14 07:05:30+02:00,17.0,1.2,5.59,17.0,1.2,5.59,16.4,2.3,5.58,14.8,1.0,4.73
2022-06-15 07:42:30+02:00,17.0,1.3,6.8,17.0,1.3,6.8,15.4,1.9,6.36,15.6,0.5,3.29
2022-06-16 07:32:30+02:00,16.2,0.8,5.24,16.2,0.8,5.24,15.6,1.8,9.17,-1.0,0.0,2.45
2022-06-17 07:48:30+02:00,17.4,1.4,5.8,17.4,1.4,5.8,15.6,2.2,5.76,17.0,3.1,7.21
