timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2022-06-04 09:02:30+02:00,15.4,1.7,6.86,15.4,1.7,6.86,15.6,1.8,9.81,16.4,2.6,5.72
2022-06-05 13:03:00+02:00,16.2,1.7,4.24,16.2,1.7,4.24,15.8,2.0,6.65,15.8,2.1,4.36
2022-06-06 08:02:00+02:00,17.2,1.4,6.46,17.2,1.4,6.46,15.8,1.7,13.08,16.6,2.1,4.84
2022-06-07 07:01:30+02:00,15.0,0.9,8.02,15.0,0.9,8.02,16.0,2.3,10.95,16.6,2.6,6.38
2022-06-08 06:21:30+02:00,16.0,1.7,4.79,16.0,1.7,4.79,16.2,1.5,12.34,15.8,2.8,6.15
2022-06-09 06:23:00+02:00,16.8,1.2,10.36,16.8,1.2,10.36,15.6,2.0,9.39,14.4,1.5,3.3
2022-06-10 08:08:30+02:00,17.2,1.2,5.1,17.2,1.2,5.1,15.6,1.4,8.43,-1.0,0.0,2.04
2022-06-11 08:47:30+02:00,16.6,1.1,7.58,16.6,1.1,7.58,15.4,2.3,9.32,15.0,2.2,5.12
2022-06-12 10:18:30+02:00,17.4,1.3,6.9,17.4,1.3,6.9,16.0,2.1,7.6,-1.0,0.0,2.45
2022-06-13 07:32:00+02:00,16.2,1.5,7.04,16.2,1.5,7.04,15.6,1.6,17.63,15.2,2.5,7.07
2022-06-14 07:03:30+02:00,18.0,1.2,7.06,18.0,1.2,7.06,16.8,1.5,6.36,-1.0,0.0,1.99
2022-06-15 06:55:30+02:00,17.2,0.8,8.62,17.2,0.8,8.62,16.0,1.8,7.95,13.6,0.5,3.05
2022-06-16 06:57:30+02:00,17.4,1.6,6.2,17.4,1.6,6.2,16.4,1.9,6.54,17.2,2.0,4.46
2022-06-17 07:08:30+02:00,16.8,1.1,7.43,16.8,1.1,7.43,16.2,2.8,4.71,14.6,1.6,2.93
2022-06-19 08:45:30+02:00,17.2,0.8,7.43,17.2,0.8,7.43,15.2,2.3,12.49,13.8,1.0,5.15
2022-06-20 06:53:30+02:00,17.6,1.3,7.4,17.6,1.3,7.4,17.4,1.6,10.51,16.6,3.4,6.8
