timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2022-06-08 05:59:00+02:00,13.6,0.8,8.38,13.6,0.8,8.38,12.8,1.6,9.64,13.2,0.6,4.47
2022-06-09 04:57:30+02:00,13.0,0.8,12.4,13.0,0.8,12.4,13.2,1.0,15.81,13.6,1.1,5.37
2022-06-10 04:55:00+02:00,13.8,1.0,6.66,13.8,1.0,6.66,13.8,1.3,14.3,16.2,0.7,3.48
2022-06-11 06:18:30+02:00,14.2,1.2,6.43,14.2,1.2,6.43,13.8,1.2,14.62,12.6,0.7,3.59
2022-06-12 06:47:00+02:00,13.2,1.0,11.47,13.2,1.0,11.47,12.2,1.1,8.79,11.8,0.6,6.14
2022-06-13 05:15:30+02:00,13.6,1.1,14.07,-1.0,0.0,0.0,13.6,1.1,14.07,14.4,2.0,5.01
2022-06-14 06:02:30+02:00,14.8,0.6,6.34,14.8,0.6,6.34,13.8,1.2,17.23,15.2,3.4,3.76
2022-06-15 05:51:30+02:00,13.8,0.8,10.95,13.8,0.8,10.95,13.6,1.2,9.88,13.6,1.4,5.08
2022-06-16 04:55:00+02:00,14.0,1.1,10.47,14.0,1.1,10.47,13.8,1.1,13.22,11.0,0.5,2.55
2022-06-17 03:44:30+02:00,13.8,0.7,9.19,13.8,0.7,9.19,13.4,1.4,8.32,13.4,1.1,5.04
2022-06-18 05:30:30+02:00,13.2,0.9,9.37,13.2,0.9,9.37,13.6,1.1,10.75,13.8,0.5,3.18
2022-06-19 07:35:30+02:00,13.8,0.9,11.81,13.8,0.9,11.81,13.4,0.8,10.77,14.2,1.7,5.17
2022-06-20 05:56:00+02:00,13.8,0.7,9.08,13.8,0.7,9.08,14.2,1.2,15.94,14.8,1.7,7.7
2022-06-21 05:58:00+02:00,13.4,1.0,12.82,13.4,1.0,12.82,13.0,0.9,14.68,13.6,0.6,3.27
2022-06-22 05:28:30+02:00,13.6,1.4,10.39,13.6,1.4,10.39,13.6,1.1,15.0,14.0,1.2,7.04
