timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2022-05-19 06:43:30+02:00,14.2,0.8,5.18,14.2,0.8,5.18,14.6,0.7,7.41,-1.0,0.0,1.72
2022-05-20 06:40:30+02:00,13.8,0.9,6.91,13.8,0.9,6.91,14.2,0.9,7.3,14.0,0.6,5.95
2022-05-21 08:37:30+02:00,14.6,0.8,8.13,14.6,0.8,8.13,15.4,1.0,8.59,11.4,0.5,4.45
2022-05-22 09:20:30+02:00,12.2,0.6,3.34,12.2,0.6,3.34,12.8,0.6,3.4,-1.0,0.0,2.03
2022-05-23 05:49:00+02:00,14.2,0.6,5.93,14.2,0.6,5.93,14.2,1.5,8.0,-1.0,0.0,1.75
2022-05-25 06:42:00+02:00,14.6,0.8,5.83,14.6,0.8,5.83,14.2,0.8,11.17,-1.0,0.0,1.93
2022-05-26 06:41:30+02:00,14.0,1.4,4.72,14.4,1.1,3.58,14.0,1.4,4.72,-1.0,0.0,2.44
2022-05-27 05:59:00+02:00,13.4,1.2,4.42,13.4,1.2,4.42,13.6,1.1,7.03,-1.0,0.0,2.0
2022-05-28 09:39:30+02:00,14.0,0.8,5.04,14.0,0.8,5.04,13.4,0.8,5.45,14.0,1.5,3.27
2022-05-29 10:49:30+02:00,13.0,1.1,3.78,13.0,1.1,3.78,12.6,1.5,3.56,-1.0,0.0,1.9
2022-05-30 06:54:00+02:00,13.8,1.7,7.35,14.2,0.8,3.22,13.8,1.7,7.35,13.2,0.4,3.13
2022-05-31 06:39:00+02:00,14.0,0.8,7.28,14.0,0.8,7.28,13.8,1.3,7.71,13.8,0.7,3.43
