timestamp,resting_heart_rate,altitude,calories,steps,distance,minutes_below_default_zone_1,minutes_in_default_zone_1,minutes_in_default_zone_2,minutes_in_default_zone_3
2022-06-02 00:00:00+02:00,62.0,120.0,2788.94,10600.0,789990.0,649.0,159.0,0.0,0.0
2022-06-03 00:00:00+02:00,58.76,190.0,3211.77,17276.0,1285280.0,1301.0,111.0,0.0,0.0
2022-06-04 00:00:00+02:00,59.37,210.0,3182.18,15189.0,1135090.0,1264.0,172.0,3.0,0.0
2022-06-05 00:00:00+02:00,60.64,70.0,3651.22,22784.0,1691260.0,1287.0,151.0,2.0,0.0
2022-06-06 00:00:00+02:00,59.45,40.0,3380.44,21133.0,1554210.0,1238.0,110.0,5.0,0.0
2022-06-07 00:00:00+02:00,58.39,70.0,2965.39,13935.0,1032820.0,1287.0,128.0,1.0,0.0
2022-06-08 00:00:00+02:00,59.51,150.0,3550.78,20945.0,1561820.0,1200.0,179.0,0.0,0.0
2022-06-09 00:00:00+02:00,58.27,150.0,3109.33,14602.0,1088510.0,1259.0,110.0,0.0,0.0
2022-06-10 00:00:00+02:00,57.29,210.0,3608.3,21490.0,1602070.0,1183.0,254.0,0.0,0.0
2022-06-11 00:00:00+02:00,57.9,200.0,3130.43,11545.0,858480.0,1034.0,116.0,0.0,0.0
2022-06-12 00:00:00+02:00,58.27,60.0,2956.15,13300.0,986100.0,886.0,73.0,0.0,0.0
2022-06-13 00:00:00+02:00,57.62,30.0,3069.06,13387.0,989220.0,1316.0,109.0,0.0,0.0
2022-06-14 00:00:00+02:00,56.7,80.0,2973.63,11114.0,814760.0,1272.0,100.0,1.0,0.0
2022-06-15 00:00:00+02:00,57.83,20.0,3399.62,17392.0,1287650.0,1230.0,152.0,0.0,0.0
2022-06-16 00:00:00+02:00,56.34,160.0,3757.43,15801.0,1176770.0,976.0,327.0,7.0,0.0
2022-06-17 00:00:00+02:00,56.58,110.0,3058.84,14200.0,1056610.0,981.0,58.0,0.0,0.0
2022-06-18 00:00:00+02:00,56.29,140.0,3326.21,14179.0,1052990.0,1268.0,172.0,0.0,0.0
2022-06-19 00:00:00+02:00,0.0,0.0,1729.3,536.0,39850.0,90.0,3.0,0.0,0.0
