timestamp,resting_heart_rate,altitude,calories,steps,distance,minutes_below_default_zone_1,minutes_in_default_zone_1,minutes_in_default_zone_2,minutes_in_default_zone_3
2022-05-18 00:00:00+02:00,79.0,180.0,2969.9,8268.0,616300.0,330.0,486.0,0.0,0.0
2022-05-19 00:00:00+02:00,75.96,150.0,2714.85,8025.0,597830.0,1005.0,404.0,0.0,0.0
2022-05-20 00:00:00+02:00,78.01,260.0,2930.49,9685.0,721800.0,1029.0,400.0,5.0,0.0
2022-05-21 00:00:00+02:00,76.95,270.0,3195.56,12111.0,896830.0,723.0,683.0,6.0,0.0
2022-05-22 00:00:00+02:00,75.85,200.0,2992.17,11455.0,853620.0,939.0,456.0,0.0,0.0
2022-05-23 00:00:00+02:00,75.14,80.0,2388.88,6156.0,458850.0,689.0,219.0,0.0,0.0
2022-05-24 00:00:00+02:00,73.84,190.0,3069.06,11297.0,841590.0,748.0,341.0,10.0,0.0
2022-05-25 00:00:00+02:00,73.48,190.0,3039.46,12298.0,916700.0,1200.0,229.0,3.0,0.0
2022-05-26 00:00:00+02:00,73.0,90.0,3275.36,11364.0,846900.0,718.0,713.0,9.0,0.0
2022-05-27 00:00:00+02:00,73.22,130.0,2964.09,7856.0,585200.0,717.0,709.0,1.0,0.0
2022-05-28 00:00:00+02:00,72.7,390.0,3623.39,14425.0,1075480.0,772.0,617.0,46.0,0.0
2022-05-29 00:00:00+02:00,74.65,30.0,2169.82,2170.0,161650.0,313.0,214.0,2.0,0.0
2022-05-30 00:00:00+02:00,0.0,10.0,1785.01,2063.0,153650.0,28.0,11.0,0.0,0.0
2022-05-31 00:00:00+02:00,75.11,160.0,3745.57,12510.0,930680.0,560.0,839.0,39.0,0.0
2022-06-01 00:00:00+02:00,74.19,110.0,3239.79,12372.0,922280.0,832.0,570.0,26.0,0.0
