timestamp,resting_heart_rate,altitude,calories,steps,distance,minutes_below_default_zone_1,minutes_in_default_zone_1,minutes_in_default_zone_2,minutes_in_default_zone_3
2022-06-06 00:00:00+02:00,84.0,50.0,2720.63,4946.0,368660.0,182.0,500.0,2.0,1.0
2022-06-07 00:00:00+02:00,77.31,100.0,2569.02,6860.0,514340.0,826.0,488.0,0.0,0.0
2022-06-08 00:00:00+02:00,74.11,90.0,2697.54,6677.0,497460.0,804.0,544.0,0.0,0.0
2022-06-09 00:00:00+02:00,74.93,160.0,2731.2,9413.0,699550.0,597.0,393.0,0.0,0.0
2022-06-10 00:00:00+02:00,74.48,60.0,2329.12,4587.0,338270.0,1062.0,308.0,0.0,0.0
2022-06-11 00:00:00+02:00,72.51,0.0,2334.76,3129.0,232820.0,1252.0,182.0,0.0,0.0
2022-06-12 00:00:00+02:00,72.51,70.0,2367.91,4257.0,317110.0,1205.0,235.0,0.0,0.0
2022-06-13 00:00:00+02:00,74.07,100.0,2884.87,7439.0,554480.0,861.0,532.0,11.0,0.0
2022-06-14 00:00:00+02:00,75.04,70.0,2887.88,10694.0,797620.0,863.0,562.0,0.0,0.0
2022-06-15 00:00:00+02:00,75.32,120.0,2917.21,9881.0,728440.0,770.0,629.0,0.0,0.0
2022-06-16 00:00:00+02:00,76.36,40.0,2343.85,4441.0,330930.0,1014.0,368.0,0.0,0.0
2022-06-17 00:00:00+02:00,76.59,30.0,2570.16,6645.0,495220.0,997.0,390.0,0.0,0.0
2022-06-18 00:00:00+02:00,76.6,0.0,2051.98,1627.0,121080.0,1109.0,186.0,0.0,0.0
2022-06-19 00:00:00+02:00,74.77,0.0,2262.91,3386.0,252230.0,948.0,325.0,0.0,0.0
2022-06-20 00:00:00+02:00,73.48,90.0,2566.0,5304.0,395280.0,981.0,392.0,0.0,0.0
2022-06-21 00:00:00+02:00,72.47,160.0,2595.61,6183.0,460940.0,948.0,441.0,0.0,0.0
2022-06-22 00:00:00+02:00,73.92,140.0,2752.68,8046.0,597950.0,1035.0,379.0,0.0,0.0
