timestamp,resting_heart_rate,altitude,calories,steps,distance,minutes_below_default_zone_1,minutes_in_default_zone_1,minutes_in_default_zone_2,minutes_in_default_zone_3
2022-06-03 00:00:00+02:00,56.0,200.0,2471.65,6859.0,511350.0,571.0,28.0,0.0,0.0
2022-06-04 00:00:00+02:00,55.09,430.0,3724.73,20980.0,1564800.0,1378.0,56.0,0.0,0.0
2022-06-05 00:00:00+02:00,55.07,250.0,3300.31,13531.0,1008670.0,1413.0,25.0,0.0,0.0
2022-06-06 00:00:00+02:00,54.23,230.0,3120.79,11465.0,854500.0,1239.0,28.0,0.0,0.0
2022-06-07 00:00:00+02:00,54.9,330.0,3422.4,13542.0,1009350.0,1416.0,22.0,0.0,0.0
2022-06-08 00:00:00+02:00,54.39,370.0,3569.23,14967.0,1115600.0,1362.0,59.0,15.0,1.0
2022-06-09 00:00:00+02:00,54.12,160.0,3035.92,10365.0,772240.0,1416.0,24.0,0.0,0.0
2022-06-10 00:00:00+02:00,53.65,240.0,3639.82,13995.0,1035210.0,1361.0,66.0,0.0,0.0
2022-06-11 00:00:00+02:00,53.5,350.0,3484.82,16800.0,1252950.0,920.0,66.0,1.0,0.0
2022-06-12 00:00:00+02:00,52.18,190.0,3241.82,12863.0,958830.0,1396.0,44.0,0.0,0.0
2022-06-13 00:00:00+02:00,51.68,230.0,3633.43,15628.0,1164730.0,1425.0,14.0,0.0,0.0
2022-06-14 00:00:00+02:00,51.99,180.0,3931.13,16373.0,1220270.0,1315.0,86.0,0.0,0.0
2022-06-15 00:00:00+02:00,52.4,200.0,3163.39,11016.0,820640.0,999.0,7.0,0.0,0.0
2022-06-16 00:00:00+02:00,52.04,210.0,3154.94,11482.0,855660.0,1399.0,11.0,0.0,0.0
2022-06-17 00:00:00+02:00,52.06,320.0,3442.69,15689.0,1169650.0,1413.0,27.0,0.0,0.0
2022-06-18 00:00:00+02:00,52.79,220.0,3671.27,18307.0,1364950.0,1365.0,75.0,0.0,0.0
2022-06-19 00:00:00+02:00,53.26,230.0,3477.65,17820.0,1328880.0,1395.0,43.0,0.0,0.0
2022-06-20 00:00:00+02:00,53.61,190.0,3260.4,14838.0,1094430.0,1255.0,31.0,0.0,0.0
