timestamp,resting_heart_rate,altitude,calories,steps,distance,minutes_below_default_zone_1,minutes_in_default_zone_1,minutes_in_default_zone_2,minutes_in_default_zone_3
2022-05-18 00:00:00+02:00,58.0,80.0,2425.42,5685.0,423620.0,694.0,132.0,0.0,0.0
2022-05-19 00:00:00+02:00,57.12,80.0,3268.81,11781.0,865000.0,1280.0,124.0,34.0,2.0
2022-05-20 00:00:00+02:00,57.3,130.0,2845.69,8359.0,613910.0,1310.0,56.0,0.0,0.0
2022-05-21 00:00:00+02:00,56.41,240.0,3010.76,11716.0,879310.0,1325.0,91.0,5.0,0.0
2022-05-22 00:00:00+02:00,56.87,30.0,3055.06,5332.0,345660.0,1292.0,81.0,44.0,0.0
2022-05-23 00:00:00+02:00,57.1,100.0,2791.53,7834.0,563940.0,1370.0,66.0,3.0,0.0
2022-05-24 00:00:00+02:00,56.39,100.0,2720.92,7055.0,484130.0,1334.0,88.0,0.0,0.0
2022-05-25 00:00:00+02:00,55.97,220.0,3243.81,12393.0,920840.0,1312.0,107.0,3.0,0.0
2022-05-26 00:00:00+02:00,55.75,130.0,2829.63,8047.0,599490.0,1395.0,45.0,0.0,0.0
2022-05-27 00:00:00+02:00,55.4,90.0,2634.24,5742.0,423380.0,1317.0,70.0,0.0,0.0
2022-05-28 00:00:00+02:00,56.66,80.0,3099.45,6464.0,481400.0,1181.0,223.0,8.0,0.0
2022-05-29 00:00:00+02:00,58.88,10.0,2642.02,6800.0,488050.0,1340.0,100.0,0.0,0.0
2022-05-30 00:00:00+02:00,60.54,70.0,3039.59,6841.0,491440.0,1165.0,228.0,17.0,0.0
