timestamp,resting_heart_rate,altitude,calories,steps,distance,minutes_below_default_zone_1,minutes_in_default_zone_1,minutes_in_default_zone_2,minutes_in_default_zone_3
2022-06-03 00:00:00+02:00,66.0,280.0,2695.98,11621.0,863600.0,719.0,87.0,0.0,0.0
2022-06-04 00:00:00+02:00,61.25,150.0,3085.8,15193.0,1119810.0,1344.0,75.0,3.0,0.0
2022-06-05 00:00:00+02:00,60.99,240.0,2886.27,13125.0,973000.0,1385.0,30.0,1.0,0.0
2022-06-06 00:00:00+02:00,60.44,70.0,2813.88,11829.0,882060.0,1377.0,45.0,0.0,0.0
2022-06-07 00:00:00+02:00,59.28,50.0,2595.15,8369.0,619330.0,1400.0,12.0,0.0,0.0
2022-06-08 00:00:00+02:00,58.9,160.0,3500.96,18028.0,1344580.0,1166.0,201.0,0.0,0.0
2022-06-09 00:00:00+02:00,59.75,120.0,3191.29,16296.0,1207430.0,1325.0,91.0,0.0,0.0
2022-06-10 00:00:00+02:00,59.92,140.0,2725.25,10585.0,782510.0,1359.0,42.0,0.0,0.0
2022-06-11 00:00:00+02:00,59.52,40.0,2975.38,13185.0,978280.0,1396.0,26.0,2.0,0.0
2022-06-12 00:00:00+02:00,60.83,180.0,3283.45,17092.0,1262770.0,1390.0,27.0,0.0,0.0
2022-06-13 00:00:00+02:00,61.03,110.0,3096.47,15804.0,1178730.0,1346.0,72.0,0.0,0.0
2022-06-14 00:00:00+02:00,61.13,110.0,2972.83,12004.0,893690.0,1315.0,49.0,0.0,0.0
2022-06-15 00:00:00+02:00,60.74,40.0,3150.99,13664.0,1017990.0,1325.0,91.0,1.0,0.0
2022-06-16 00:00:00+02:00,61.51,130.0,3288.52,17536.0,1307940.0,1252.0,154.0,3.0,0.0
2022-06-17 00:00:00+02:00,62.02,200.0,3397.43,17903.0,1335370.0,1273.0,164.0,0.0,0.0
2022-06-18 00:00:00+02:00,62.81,80.0,2739.0,9109.0,676500.0,1386.0,34.0,0.0,0.0
2022-06-19 00:00:00+02:00,63.91,90.0,2753.83,10957.0,814930.0,1351.0,27.0,3.0,0.0
2022-06-20 00:00:00+02:00,62.61,190.0,3416.13,21835.0,1628970.0,1370.0,70.0,0.0,0.0
