timestamp,demographic_vo2_max,demographic_vo2_max_error,filtered_demographic_vo2_max,filtered_demographic_vo2_max_error
2022-06-03 02:00:00+02:00,44.13,3.0,44.13,3.0
2022-06-04 02:00:00+02:00,45.99,3.0,45.06,1.51
2022-06-05 02:00:00+02:00,47.52,3.0,45.9,1.03
2022-06-06 02:00:00+02:00,48.5,3.0,46.59,0.79
2022-06-07 02:00:00+02:00,49.38,3.0,47.2,0.66
2022-06-08 02:00:00+02:00,50.33,3.0,47.8,0.57
2022-06-09 02:00:00+02:00,50.76,3.0,48.31,0.52
2022-06-10 02:00:00+02:00,50.74,3.0,48.69,0.48
2022-06-11 02:00:00+02:00,49.9,3.0,48.88,0.45
2022-06-12 02:00:00+02:00,49.9,3.0,49.02,0.43
2022-06-13 02:00:00+02:00,50.0,3.0,49.15,0.41
2022-06-14 02:00:00+02:00,50.05,3.0,49.27,0.4
2022-06-15 02:00:00+02:00,49.81,3.0,49.34,0.39
2022-06-16 02:00:00+02:00,49.55,3.0,49.37,0.38
2022-06-17 02:00:00+02:00,49.52,3.0,49.39,0.38
