timestamp,demographic_vo2_max,demographic_vo2_max_error,filtered_demographic_vo2_max,filtered_demographic_vo2_max_error
2022-05-18 02:00:00+02:00,44.19,3.0,44.19,3.0
2022-05-19 02:00:00+02:00,45.91,3.0,45.06,1.51
2022-05-20 02:00:00+02:00,47.02,3.0,45.73,1.03
2022-05-21 02:00:00+02:00,46.67,3.0,45.98,0.79
2022-05-22 02:00:00+02:00,46.61,3.0,46.12,0.66
2022-05-23 02:00:00+02:00,46.88,3.0,46.26,0.57
2022-05-24 02:00:00+02:00,47.23,3.0,46.43,0.52
2022-05-25 02:00:00+02:00,47.5,3.0,46.6,0.48
2022-05-26 02:00:00+02:00,48.21,3.0,46.84,0.45
2022-05-27 02:00:00+02:00,48.02,3.0,47.01,0.43
2022-05-28 02:00:00+02:00,48.07,3.0,47.15,0.41
2022-05-29 02:00:00+02:00,47.66,3.0,47.22,0.4
2022-05-30 02:00:00+02:00,47.45,3.0,47.25,0.39
2022-05-31 02:00:00+02:00,47.74,3.0,47.31,0.38
2022-06-01 02:00:00+02:00,47.75,3.0,47.37,0.38
2022-06-02 02:00:00+02:00,47.24,3.0,47.35,0.38
