timestamp,demographic_vo2_max,demographic_vo2_max_error,filtered_demographic_vo2_max,filtered_demographic_vo2_max_error
2022-05-19 02:00:00+02:00,63.53,3.0,63.53,3.0
2022-05-20 02:00:00+02:00,63.03,3.0,63.28,1.51
2022-05-21 02:00:00+02:00,65.11,3.0,63.9,1.03
2022-05-22 02:00:00+02:00,65.86,3.0,64.42,0.79
2022-05-23 02:00:00+02:00,65.81,3.0,64.73,0.66
2022-05-24 02:00:00+02:00,65.84,3.0,64.94,0.57
2022-05-25 02:00:00+02:00,67.11,3.0,65.31,0.52
2022-05-26 02:00:00+02:00,65.92,3.0,65.41,0.48
2022-05-27 02:00:00+02:00,65.74,3.0,65.46,0.45
2022-05-28 02:00:00+02:00,65.76,3.0,65.5,0.43
2022-05-29 02:00:00+02:00,65.48,3.0,65.5,0.41
2022-05-30 02:00:00+02:00,65.25,3.0,65.46,0.4
2022-05-31 02:00:00+02:00,65.29,3.0,65.44,0.39
2022-06-01 02:00:00+02:00,64.8,3.0,65.36,0.38
2022-06-02 02:00:00+02:00,64.45,3.0,65.24,0.38
