timestamp,demographic_vo2_max,demographic_vo2_max_error,filtered_demographic_vo2_max,filtered_demographic_vo2_max_error
2022-06-06 02:00:00+02:00,46.09,3.0,46.09,3.0
2022-06-07 02:00:00+02:00,47.79,3.0,46.94,1.51
2022-06-08 02:00:00+02:00,46.73,3.0,46.87,1.03
2022-06-09 02:00:00+02:00,47.26,3.0,46.97,0.79
2022-06-10 02:00:00+02:00,47.06,3.0,46.99,0.66
2022-06-11 02:00:00+02:00,46.38,3.0,46.88,0.57
2022-06-12 02:00:00+02:00,46.46,3.0,46.8,0.52
2022-06-13 02:00:00+02:00,46.39,3.0,46.74,0.48
2022-06-14 02:00:00+02:00,46.33,3.0,46.68,0.45
2022-06-15 02:00:00+02:00,45.56,3.0,46.52,0.43
2022-06-16 02:00:00+02:00,45.79,3.0,46.42,0.41
2022-06-17 02:00:00+02:00,45.29,3.0,46.27,0.4
2022-06-18 02:00:00+02:00,45.82,3.0,46.21,0.39
2022-06-19 02:00:00+02:00,46.3,3.0,46.22,0.38
2022-06-20 02:00:00+02:00,46.38,3.0,46.24,0.38
