timestamp,demographic_vo2_max,demographic_vo2_max_error,filtered_demographic_vo2_max,filtered_demographic_vo2_max_error
2022-06-07 02:00:00+02:00,48.27,3.0,48.27,3.0
2022-06-08 02:00:00+02:00,50.13,3.0,49.21,1.51
2022-06-09 02:00:00+02:00,49.83,3.0,49.42,1.03
2022-06-10 02:00:00+02:00,49.84,3.0,49.53,0.79
2022-06-11 02:00:00+02:00,49.75,3.0,49.58,0.66
2022-06-12 02:00:00+02:00,50.36,3.0,49.73,0.57
2022-06-13 02:00:00+02:00,42.59,3.0,48.5,0.52
2022-06-14 02:00:00+02:00,42.74,3.0,47.59,0.48
2022-06-15 02:00:00+02:00,42.34,3.0,46.8,0.45
2022-06-16 02:00:00+02:00,42.13,3.0,46.14,0.43
2022-06-17 02:00:00+02:00,41.66,3.0,45.52,0.41
2022-06-18 02:00:00+02:00,41.41,3.0,44.98,0.4
2022-06-19 02:00:00+02:00,41.86,3.0,44.57,0.39
2022-06-20 02:00:00+02:00,42.19,3.0,44.27,0.38
2022-06-21 02:00:00+02:00,41.62,3.0,43.93,0.38
2022-06-22 02:00:00+02:00,41.7,3.0,43.65,0.38
