timestamp,demographic_vo2_max,demographic_vo2_max_error,filtered_demographic_vo2_max,filtered_demographic_vo2_max_error
2022-06-02 02:00:00+02:00,39.75,3.0,39.75,3.0
2022-06-03 02:00:00+02:00,40.58,3.0,40.17,1.51
2022-06-04 02:00:00+02:00,40.57,3.0,40.31,1.03
2022-06-05 02:00:00+02:00,40.59,3.0,40.38,0.79
2022-06-06 02:00:00+02:00,40.87,3.0,40.49,0.66
2022-06-07 02:00:00+02:00,40.99,3.0,40.58,0.57
2022-06-08 02:00:00+02:00,40.46,3.0,40.56,0.52
2022-06-09 02:00:00+02:00,39.61,3.0,40.41,0.48
2022-06-10 02:00:00+02:00,40.11,3.0,40.37,0.45
2022-06-11 02:00:00+02:00,40.29,3.0,40.35,0.43
2022-06-12 02:00:00+02:00,40.67,3.0,40.4,0.41
2022-06-13 02:00:00+02:00,40.29,3.0,40.38,0.4
2022-06-14 02:00:00+02:00,40.11,3.0,40.35,0.39
2022-06-15 02:00:00+02:00,40.05,3.0,40.31,0.38
2022-06-16 02:00:00+02:00,40.32,3.0,40.31,0.38
2022-06-17 02:00:00+02:00,40.33,3.0,40.31,0.38
