timestamp,demographic_vo2_max,demographic_vo2_max_error,filtered_demographic_vo2_max,filtered_demographic_vo2_max_error
2022-05-17 02:00:00+02:00,37.15,3.0,37.15,3.0
2022-05-18 02:00:00+02:00,38.32,3.0,37.74,1.51
2022-05-19 02:00:00+02:00,38.15,3.0,37.88,1.03
2022-05-20 02:00:00+02:00,37.9,3.0,37.89,0.79
2022-05-21 02:00:00+02:00,38.07,3.0,37.93,0.66
2022-05-22 02:00:00+02:00,38.19,3.0,37.98,0.57
2022-05-23 02:00:00+02:00,38.48,3.0,38.06,0.52
2022-05-24 02:00:00+02:00,38.71,3.0,38.17,0.48
2022-05-25 02:00:00+02:00,38.67,3.0,38.24,0.45
2022-05-26 02:00:00+02:00,38.87,3.0,38.33,0.43
2022-05-27 02:00:00+02:00,38.58,3.0,38.36,0.41
2022-05-28 02:00:00+02:00,38.93,3.0,38.44,0.4
2022-05-29 02:00:00+02:00,38.76,3.0,38.48,0.39
2022-05-30 02:00:00+02:00,38.34,3.0,38.46,0.38
2022-05-31 02:00:00+02:00,38.59,3.0,38.48,0.38
2022-06-01 02:00:00+02:00,38.54,3.0,38.49,0.38
2022-06-02 02:00:00+02:00,38.69,3.0,38.51,0.37
