timestamp,demographic_vo2_max,demographic_vo2_max_error,filtered_demographic_vo2_max,filtered_demographic_vo2_max_error
2022-05-18 02:00:00+02:00,42.17,3.0,42.17,3.0
2022-05-19 02:00:00+02:00,42.53,3.0,42.35,1.51
2022-05-20 02:00:00+02:00,41.91,3.0,42.2,1.03
2022-05-21 02:00:00+02:00,41.66,3.0,42.06,0.79
2022-05-22 02:00:00+02:00,41.85,3.0,42.01,0.66
2022-05-23 02:00:00+02:00,42.46,3.0,42.1,0.57
2022-05-24 02:00:00+02:00,43.03,3.0,42.26,0.52
2022-05-25 02:00:00+02:00,43.07,3.0,42.39,0.48
2022-05-26 02:00:00+02:00,42.98,3.0,42.48,0.45
2022-05-27 02:00:00+02:00,42.6,3.0,42.49,0.43
2022-05-28 02:00:00+02:00,42.83,3.0,42.54,0.41
2022-05-29 02:00:00+02:00,42.27,3.0,42.5,0.4
2022-05-30 02:00:00+02:00,42.24,3.0,42.47,0.39
2022-05-31 02:00:00+02:00,42.62,3.0,42.49,0.38
2022-06-01 02:00:00+02:00,42.84,3.0,42.53,0.38
2022-06-02 02:00:00+02:00,42.86,3.0,42.57,0.38
