timestamp,demographic_vo2_max,demographic_vo2_max_error,filtered_demographic_vo2_max,filtered_demographic_vo2_max_error
2022-05-20 02:00:00+02:00,36.62,3.0,36.62,3.0
2022-05-21 02:00:00+02:00,37.12,3.0,36.87,1.51
2022-05-22 02:00:00+02:00,37.94,3.0,37.24,1.03
2022-05-23 02:00:00+02:00,38.2,3.0,37.49,0.79
2022-05-24 02:00:00+02:00,38.85,3.0,37.79,0.66
2022-05-25 02:00:00+02:00,39.13,3.0,38.04,0.57
2022-05-26 02:00:00+02:00,39.18,3.0,38.24,0.52
2022-05-27 02:00:00+02:00,39.82,3.0,38.49,0.48
2022-05-28 02:00:00+02:00,40.27,3.0,38.76,0.45
2022-05-29 02:00:00+02:00,39.99,3.0,38.93,0.43
2022-05-30 02:00:00+02:00,39.92,3.0,39.07,0.41
2022-05-31 02:00:00+02:00,39.79,3.0,39.16,0.4
2022-06-01 02:00:00+02:00,39.49,3.0,39.21,0.39
2022-06-02 02:00:00+02:00,38.64,3.0,39.13,0.38
2022-06-03 02:00:00+02:00,39.05,3.0,39.12,0.38
2022-06-04 02:00:00+02:00,39.61,3.0,39.18,0.38
2022-06-05 02:00:00+02:00,39.53,3.0,39.23,0.37
2022-06-06 02:00:00+02:00,39.3,3.0,39.24,0.37
