timestamp,demographic_vo2_max,demographic_vo2_max_error,filtered_demographic_vo2_max,filtered_demographic_vo2_max_error
2022-06-06 02:00:00+02:00,44.45,3.0,44.45,3.0
2022-06-07 02:00:00+02:00,46.02,3.0,45.24,1.51
2022-06-08 02:00:00+02:00,45.59,3.0,45.36,1.03
2022-06-09 02:00:00+02:00,45.89,3.0,45.5,0.79
2022-06-10 02:00:00+02:00,45.86,3.0,45.58,0.66
2022-06-11 02:00:00+02:00,45.69,3.0,45.6,0.57
2022-06-12 02:00:00+02:00,45.53,3.0,45.59,0.52
2022-06-13 02:00:00+02:00,45.84,3.0,45.63,0.48
2022-06-14 02:00:00+02:00,45.9,3.0,45.67,0.45
2022-06-15 02:00:00+02:00,46.0,3.0,45.71,0.43
2022-06-16 02:00:00+02:00,46.21,3.0,45.78,0.41
2022-06-17 02:00:00+02:00,46.71,3.0,45.91,0.4
2022-06-18 02:00:00+02:00,47.03,3.0,46.05,0.39
2022-06-19 02:00:00+02:00,47.5,3.0,46.24,0.38
2022-06-20 02:00:00+02:00,47.59,3.0,46.41,0.38
2022-06-21 02:00:00+02:00,47.57,3.0,46.56,0.38
2022-06-22 02:00:00+02:00,47.12,3.0,46.63,0.37
