timestamp,demographic_vo2_max,demographic_vo2_max_error,filtered_demographic_vo2_max,filtered_demographic_vo2_max_error
2022-05-17 02:00:00+02:00,46.74,3.0,46.74,3.0
2022-05-18 02:00:00+02:00,46.91,3.0,46.83,1.51
2022-05-19 02:00:00+02:00,46.45,3.0,46.7,1.03
2022-05-20 02:00:00+02:00,46.73,3.0,46.7,0.79
2022-05-21 02:00:00+02:00,46.91,3.0,46.75,0.66
2022-05-22 02:00:00+02:00,46.88,3.0,46.77,0.57
2022-05-23 02:00:00+02:00,47.14,3.0,46.84,0.52
2022-05-24 02:00:00+02:00,47.44,3.0,46.93,0.48
2022-05-26 02:00:00+02:00,47.88,3.0,47.09,0.48
2022-05-27 02:00:00+02:00,47.91,3.0,47.21,0.45
2022-05-28 02:00:00+02:00,47.51,3.0,47.25,0.43
2022-05-29 02:00:00+02:00,47.86,3.0,47.34,0.41
2022-05-30 02:00:00+02:00,47.49,3.0,47.36,0.4
2022-05-31 02:00:00+02:00,47.47,3.0,47.37,0.39
