timestamp,demographic_vo2_max,demographic_vo2_max_error,filtered_demographic_vo2_max,filtered_demographic_vo2_max_error
2022-05-17 02:00:00+02:00,46.22,3.0,46.22,3.0
2022-05-18 02:00:00+02:00,47.11,3.0,46.67,1.51
2022-05-21 02:00:00+02:00,46.78,3.0,46.71,1.07
2022-05-22 02:00:00+02:00,46.33,3.0,46.6,0.82
2022-05-23 02:00:00+02:00,46.58,3.0,46.6,0.67
2022-05-24 02:00:00+02:00,46.91,3.0,46.66,0.58
2022-05-25 02:00:00+02:00,47.12,3.0,46.74,0.52
2022-05-26 02:00:00+02:00,47.5,3.0,46.86,0.48
2022-05-27 02:00:00+02:00,46.98,3.0,46.88,0.45
2022-05-28 02:00:00+02:00,47.19,3.0,46.92,0.43
2022-05-29 02:00:00+02:00,45.99,3.0,46.79,0.41
2022-05-30 02:00:00+02:00,46.55,3.0,46.76,0.4
2022-05-31 02:00:00+02:00,46.89,3.0,46.78,0.39
2022-06-01 02:00:00+02:00,46.49,3.0,46.74,0.39
2022-06-02 02:00:00+02:00,46.11,3.0,46.66,0.38
